Spine_rep_days,Spine_rolling_horizon
2.07846391495,0
0,0
0,0
-2.58E-11,0
0,0
0,0
0,0
-2.18E-11,0
1.73849755007,0
3.42918519007,0
5.16145101457,0
4.76535089878,0
5.76278812278,0
9.87830364278,0
10.4169432403,0
9.23278058765,3.354869182
9.28365052265,6.5773243675
11.4165176101,9.532132785
13.7567510301,13.41474488
14.5528948251,15
14.8896019001,12.9387222632
12.9462513212,9.24217994737
8.88480742647,3.97902205263
3.9479868309,0.383795210526
2.16117930458,0
0.0827153896308,0
0.0827153896308,0
0.082715389605,0
0.0827153896308,0
0.0827153896308,0
0.0827153896308,0
0.082715389609,0
1.8212129397,1.84889564992
3.5119005797,3.53958328992
5.2441664042,5.27184911442
4.84806628841,4.87574899863
5.84550351241,5.87318622263
9.96101903241,9.98870174263
10.4996586299,10.5273413401
9.31549597728,9.3431786875
9.36636591228,9.3940486225
11.4992329998,11.52691571
13.8394664198,13.86714913
14.6356102148,14.663292925
14.9723172898,15
13.0289667108,13.0566494211
8.9675228161,8.99520552632
4.03070222053,3.86432984211
0.775296010005,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
0.114243555432,0
3.92001925129,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
2.17643750645,0
3.98463744797,0
1.50997632901,0
1.50997632901,0
1.50997632901,0
1.50997632901,0
1.50997632901,0
1.50997632901,1.0020376125
2.5677177355,5.7520376125
7.270475233,10.5020376125
10.116676753,15
10.9041748355,13.6112992421
11.895523253,12.0013772316
13.178707747,7.57419208421
15,6.59633292632
14.4657937684,4.01710483158
12.2097328211,4.01710483158
8.24916338947,0
3.97860989322,0
3.97860989322,0
3.97860989322,0
3.97860989322,0
3.97860989322,0
3.97860989322,0
3.97860989322,0
3.97860989322,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
3.96484858051,0
1.49018746155,0
1.49018746155,0
1.49018746155,0
1.49018746155,0
1.49018746155,0
1.49018746155,0
2.54792886804,1.423228976
7.25068636554,6.173228976
10.0968878855,10.923228976
10.884385968,15
11.8757343855,14.2944667579
13.1589188795,9.03130886316
14.9802111325,3.76815096842
14.446004901,3.76815096842
12.1899439536,0
8.22937452201,0
3.95882102576,0
3.95882102576,0
3.95882102576,0
3.95882102576,0
3.95882102576,0
3.95882102576,0
3.95882102576,0
3.95882102576,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
3.9164586651,0
0.661052454573,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3.80577569586,0
1.33111457689,0
1.33111457689,0
1.33111457689,0
1.33111457689,1.27479236166
1.33111457689,6.02479236166
1.33111457689,10.7747923617
2.38885598338,13.9894903317
7.09161348088,13.8491563843
9.93781500088,11.5686600685
10.7253130834,12.235181427
11.7166615009,15
12.9998459949,13.3018397895
14.8211382479,11.5747519053
14.2869320163,7.81600810526
12.0308710689,2.71453595789
8.07030163736,0
3.79974814111,0
3.79974814111,0
3.79974814111,0
3.79974814111,0
3.79974814111,0
3.79974814111,0
3.79974814111,0
3.79974814111,0
2.05616639626,0
