Date,Time,TimeStamp,Total_load,LFS,LFW,Load_res
2017-01-15,06:59:59,,9.45063,0,0.137307424,1594.09152
2017-01-15,07:59:59,,9.95961,0.000300564,0.122903397,2282.98896
2017-01-15,08:59:59,,10.458925,0.022383144,0.093612149,2761.43784
2017-01-15,09:59:59,,11.069045,0.045816993,0.082394144,2991.66672
2017-01-15,10:59:59,,11.4249875,0.07801885,0.089909787,3287.29632
2017-01-15,11:59:59,,11.6337975,0.088106801,0.091140083,3317.90088
2017-01-15,12:59:59,,11.37442,0.081921952,0.061199902,3037.02
2017-01-15,13:59:59,,11.0313925,0.058513503,0.054097333,2824.42944
2017-01-15,14:59:59,,11.0511775,0.028485021,0.040010761,2738.84352
2017-01-15,15:59:59,,11.03689,0.006204323,0.051774431,2744.7756
2017-01-15,16:59:59,,11.626755,9.31E-06,0.040904478,3343.97448
2017-01-15,17:59:59,,12.0319225,0,0.040533477,3557.79984
2017-01-15,18:59:59,,11.7989975,0,0.03361067,3437.14056
2017-01-15,19:59:59,,11.4775225,0,0.025652631,3237.61368
2017-01-15,20:59:59,,10.9785875,0,0.021586916,2921.9148
2017-01-15,21:59:59,,11.09389,0,0.01629983,2522.47296
2017-01-15,22:59:59,,11.0517175,0,0.014618213,1965.05232
2017-01-16,00:00:00,,10.5519425,0,0.014395103,1512.81312
2017-01-16,00:59:59,,10.3479425,0,0.014178367,1309.03416
2017-01-16,01:59:59,,9.8674825,0,0.01630238,1215.02808
2017-01-16,02:59:59,,9.70925,0,0.013854537,1136.61408
2017-01-16,03:59:59,,9.7907625,0,0.017869255,1147.30224
2017-01-16,04:59:59,,10.2177525,0,0.022254973,1239.54264
2017-01-16,05:59:59,,11.5456275,0,0.015431611,1677.46992
2017-01-16,06:59:59,,12.530475,0,0.021486198,2259.68568
2017-01-16,07:59:59,,12.898665,0.000154939,0.02800868,2434.8324
2017-01-16,08:59:59,,13.0354675,0.017372612,0.0234024,2425.07328
2017-01-16,09:59:59,,13.1061675,0.05310758,0.01809364,2414.6052
2017-01-16,10:59:59,,13.161675,0.092733797,0.031617973,2567.17104
2017-01-16,11:59:59,,12.9504325,0.103106225,0.039032898,2451.34848
2017-01-16,12:59:59,,12.8941075,0.12099022,0.023818023,2256.15096
2017-01-16,13:59:59,,12.6783825,0.098222692,0.025175811,2176.61808
2017-01-16,14:59:59,,12.605875,0.055573053,0.026708263,2218.37448
2017-01-16,15:59:59,,12.69641,0.012910714,0.03557277,2468.30136
2017-01-16,16:59:59,,13.3398175,5.33E-05,0.047157952,3269.88984
2017-01-16,17:59:59,,13.5057325,0,0.056536251,3562.62984
2017-01-16,18:59:59,,13.054875,0,0.110965062,3417.46944
2017-01-16,19:59:59,,12.5034275,0,0.114687824,3138.15096
2017-01-16,20:59:59,,11.88626,0,0.112044918,2863.392
2017-01-16,21:59:59,,11.98833,0,0.098977006,2548.64568
2017-01-16,22:59:59,,12.055745,0,0.082570083,1998.63384
2017-01-17,00:00:00,,11.5205575,0,0.060461725,1541.00688
2017-01-17,00:59:59,,11.00697,0,0.040458257,1320.12888
2017-01-17,01:59:59,,10.6628975,0,0.039606611,1223.13576
2017-01-17,02:59:59,,10.44761,0,0.035590618,1135.43136
2017-01-17,03:59:59,,10.43346,0,0.034514588,1149.42072
2017-01-17,04:59:59,,10.73455,0,0.032747551,1242.906
2017-01-17,05:59:59,,11.8754,0,0.035294838,1681.49184
2017-01-17,06:59:59,,12.906965,0,0.037596065,2248.70352
2017-01-17,07:59:59,,13.200505,0.000639228,0.044833776,2394.00504
2017-01-17,08:59:59,,13.243365,0.032988404,0.059430316,2348.1108
2017-01-17,09:59:59,,13.265625,0.092832009,0.040441683,2316.32016
